purchase_date,year,month,day_of_week,time_of_day,weather,age_group,gender,persona,purchase_tendency,product_name,price
2022-01-19 17:37:03,2022,1,Wednesday,17:37:03,雨,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['清涼飲料水'],1046.71
2022-01-19 18:07:12,2022,1,Wednesday,18:07:12,雨,10代,男性,学生,"{'おにぎり': 0.1, '野菜飲料': 0.05, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.45, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['傘'],1247.79
2022-01-19 18:31:24,2022,1,Wednesday,18:31:24,雨,30代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.1, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['野菜飲料'],2095.28
2022-01-19 18:46:41,2022,1,Wednesday,18:46:41,雪,40代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['清涼飲料水'],525.77
2022-01-19 18:50:58,2022,1,Wednesday,18:50:58,雪,40代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['野菜飲料'],2927.05
2022-01-19 19:27:00,2022,1,Wednesday,19:27:00,雨,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['お菓子'],146.27
2022-01-19 19:45:29,2022,1,Wednesday,19:45:29,晴れ,30代,女性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['清涼飲料水'],407.24
2022-01-19 20:34:30,2022,1,Wednesday,20:34:30,晴れ,10代,女性,学生,"{'おにぎり': 0.1, '野菜飲料': 0.2, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.30000000000000004, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['エナジードリンク'],337.89
2022-01-19 20:35:38,2022,1,Wednesday,20:35:38,曇り,20代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['野菜飲料'],1331.73
2022-01-19 21:03:56,2022,1,Wednesday,21:03:56,雨,40代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['おにぎり'],1025.02
2022-01-19 21:46:10,2022,1,Wednesday,21:46:10,雨,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['野菜飲料'],2343.85
2022-01-19 22:50:39,2022,1,Wednesday,22:50:39,雪,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['野菜飲料'],2378.01
2022-01-20 11:45:00,2022,1,Thursday,11:45:00,雨,40代,男性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['傘'],845.52
2022-01-20 12:35:22,2022,1,Thursday,12:35:22,雪,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['清涼飲料水'],568.16
2022-01-20 12:47:24,2022,1,Thursday,12:47:24,雪,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['清涼飲料水'],651.24
2022-01-20 14:04:09,2022,1,Thursday,14:04:09,曇り,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['野菜飲料'],2628.39
2022-01-20 14:47:51,2022,1,Thursday,14:47:51,曇り,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['おにぎり'],671.43
2022-01-20 15:06:02,2022,1,Thursday,15:06:02,雪,40代,女性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['お菓子'],87.06
2022-01-20 15:59:23,2022,1,Thursday,15:59:23,曇り,20代,女性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['野菜飲料'],2485.08
2022-01-20 16:11:05,2022,1,Thursday,16:11:05,雪,50代以上,男性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['野菜飲料'],2324.64
2022-01-20 16:49:08,2022,1,Thursday,16:49:08,雪,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['お菓子'],137.34
2022-01-20 16:57:05,2022,1,Thursday,16:57:05,雪,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['野菜飲料'],2788.35
2022-01-20 17:17:19,2022,1,Thursday,17:17:19,雨,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['野菜飲料'],2752.95
2022-01-20 17:49:56,2022,1,Thursday,17:49:56,晴れ,50代以上,男性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['野菜飲料'],2319.33
2022-01-20 17:51:50,2022,1,Thursday,17:51:50,雪,20代,男性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.25, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['おにぎり'],994.06
2022-01-20 18:35:22,2022,1,Thursday,18:35:22,曇り,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['野菜飲料'],2468.61
2022-01-20 18:39:30,2022,1,Thursday,18:39:30,晴れ,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['おにぎり'],1429.23
2022-01-20 18:47:13,2022,1,Thursday,18:47:13,晴れ,40代,男性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['野菜飲料'],2634.6
2022-01-20 20:16:34,2022,1,Thursday,20:16:34,晴れ,50代以上,男性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['ビッグ弁当'],753.26
2022-01-21 10:44:47,2022,1,Friday,10:44:47,晴れ,40代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['エナジードリンク'],602.64
2022-01-21 12:28:50,2022,1,Friday,12:28:50,晴れ,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['エナジードリンク'],290.01
2022-01-21 12:39:55,2022,1,Friday,12:39:55,晴れ,20代,女性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['エナジードリンク'],522.93
2022-01-21 13:35:23,2022,1,Friday,13:35:23,晴れ,40代,男性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['野菜飲料'],2192.25
2022-01-21 13:35:46,2022,1,Friday,13:35:46,雨,20代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.25, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['傘'],1482.5
2022-01-21 13:36:40,2022,1,Friday,13:36:40,曇り,20代,男性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.25, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['おにぎり'],1470.21
2022-01-21 13:41:18,2022,1,Friday,13:41:18,曇り,30代,女性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['お菓子'],176.74
2022-01-21 13:45:44,2022,1,Friday,13:45:44,雨,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['野菜飲料'],2116.62
2022-01-21 13:51:46,2022,1,Friday,13:51:46,曇り,20代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['清涼飲料水'],998.09
2022-01-21 14:04:28,2022,1,Friday,14:04:28,雪,40代,女性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['お菓子'],194.93
2022-01-21 14:25:50,2022,1,Friday,14:25:50,雨,50代以上,男性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['清涼飲料水'],902.36
2022-01-21 14:49:57,2022,1,Friday,14:49:57,曇り,50代以上,男性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['エナジードリンク'],538.72
2022-01-21 15:13:41,2022,1,Friday,15:13:41,曇り,20代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.25, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['お菓子'],57.44
2022-01-21 15:18:03,2022,1,Friday,15:18:03,雨,10代,女性,社会人,"{'おにぎり': 0.1, '野菜飲料': 0.2, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.30000000000000004, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['清涼飲料水'],361.91
2022-01-21 15:22:30,2022,1,Friday,15:22:30,雪,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['野菜飲料'],1967.78
2022-01-21 16:01:47,2022,1,Friday,16:01:47,雨,10代,男性,学生,"{'おにぎり': 0.1, '野菜飲料': 0.05, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.45, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['ビッグ弁当'],1460.19
2022-01-21 16:08:50,2022,1,Friday,16:08:50,雨,10代,男性,学生,"{'おにぎり': 0.1, '野菜飲料': 0.05, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.45, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['ビッグ弁当'],450.85
2022-01-21 16:13:47,2022,1,Friday,16:13:47,雪,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['ビッグ弁当'],496.71
2022-01-21 16:44:48,2022,1,Friday,16:44:48,曇り,20代,女性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['ビッグ弁当'],670.39
2022-01-21 17:00:29,2022,1,Friday,17:00:29,曇り,30代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['清涼飲料水'],1119.07
2022-01-21 17:41:49,2022,1,Friday,17:41:49,曇り,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['清涼飲料水'],854.1
2022-01-21 18:57:12,2022,1,Friday,18:57:12,雨,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['傘'],1064.86
2022-01-21 19:35:55,2022,1,Friday,19:35:55,雨,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['清涼飲料水'],307.96
2022-01-21 19:39:47,2022,1,Friday,19:39:47,雪,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['清涼飲料水'],328.0
2022-01-21 19:47:13,2022,1,Friday,19:47:13,雪,10代,男性,社会人,"{'おにぎり': 0.1, '野菜飲料': 0.05, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.45, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['ビッグ弁当'],1374.74
2022-01-21 20:05:42,2022,1,Friday,20:05:42,雨,40代,男性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['おにぎり'],1104.75
2022-01-21 20:18:16,2022,1,Friday,20:18:16,曇り,10代,男性,社会人,"{'おにぎり': 0.1, '野菜飲料': 0.05, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.45, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['お菓子'],192.83
2022-01-21 21:34:06,2022,1,Friday,21:34:06,雪,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['野菜飲料'],1687.08
2022-01-21 21:57:09,2022,1,Friday,21:57:09,雨,20代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.1, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['傘'],1406.91
2022-01-22 09:45:16,2022,1,Saturday,09:45:16,雨,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.5}",['傘'],776.55
2022-01-22 11:07:57,2022,1,Saturday,11:07:57,曇り,20代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.25, 'お菓子': 0.6000000000000001, 'アイス': 0.15000000000000002, '傘': 0.0}",['エナジードリンク'],621.38
2022-01-22 12:05:29,2022,1,Saturday,12:05:29,晴れ,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.6000000000000001, 'アイス': 0.2, '傘': 0.0}",['お菓子'],199.32
2022-01-22 13:59:40,2022,1,Saturday,13:59:40,雪,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.1}",['傘'],1070.5
2022-01-22 16:21:22,2022,1,Saturday,16:21:22,雨,10代,女性,学生,"{'おにぎり': 0.1, '野菜飲料': 0.2, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.30000000000000004, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.5}",['ビッグ弁当'],1098.83
2022-01-22 17:15:28,2022,1,Saturday,17:15:28,雪,20代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.1, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.1}",['エナジードリンク'],655.41
2022-01-22 17:32:40,2022,1,Saturday,17:32:40,曇り,30代,男性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.25, 'お菓子': 0.6000000000000001, 'アイス': 0.15000000000000002, '傘': 0.0}",['アイス'],100.03
2022-01-22 17:39:35,2022,1,Saturday,17:39:35,雪,50代以上,男性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.1}",['お菓子'],73.93
2022-01-22 17:53:08,2022,1,Saturday,17:53:08,曇り,10代,男性,社会人,"{'おにぎり': 0.1, '野菜飲料': 0.05, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.45, 'お菓子': 0.6000000000000001, 'アイス': 0.15000000000000002, '傘': 0.0}",['お菓子'],53.71
2022-01-22 18:32:55,2022,1,Saturday,18:32:55,雨,40代,男性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.5}",['野菜飲料'],2818.44
2022-01-22 18:45:14,2022,1,Saturday,18:45:14,曇り,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.6000000000000001, 'アイス': 0.15000000000000002, '傘': 0.0}",['清涼飲料水'],649.29
2022-01-22 19:06:16,2022,1,Saturday,19:06:16,雨,30代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.25, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.5}",['お菓子'],175.34
2022-01-22 19:27:19,2022,1,Saturday,19:27:19,雪,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.1}",['おにぎり'],1096.61
2022-01-22 19:58:50,2022,1,Saturday,19:58:50,晴れ,20代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.25, 'お菓子': 0.6000000000000001, 'アイス': 0.2, '傘': 0.0}",['お菓子'],60.9
2022-01-22 20:09:38,2022,1,Saturday,20:09:38,晴れ,40代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.6000000000000001, 'アイス': 0.2, '傘': 0.0}",['お菓子'],54.65
2022-01-22 22:40:50,2022,1,Saturday,22:40:50,曇り,50代以上,女性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.0, 'お菓子': 0.6000000000000001, 'アイス': 0.15000000000000002, '傘': 0.0}",['野菜飲料'],1041.78
2022-01-22 23:34:44,2022,1,Saturday,23:34:44,雨,50代以上,男性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.8, 'アイス': 0.05, '傘': 0.5}",['傘'],1145.54
2022-01-23 10:22:48,2022,1,Sunday,10:22:48,曇り,30代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.25, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['アイス'],173.61
2022-01-23 10:31:04,2022,1,Sunday,10:31:04,雪,50代以上,女性,学生,"{'おにぎり': 0.3, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['お菓子'],128.84
2022-01-23 10:35:23,2022,1,Sunday,10:35:23,雨,20代,男性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.05, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.25, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['お菓子'],76.65
2022-01-23 11:19:20,2022,1,Sunday,11:19:20,曇り,40代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['野菜飲料'],2179.63
2022-01-23 12:27:51,2022,1,Sunday,12:27:51,晴れ,20代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.35, '清涼飲料水': 0.15000000000000002, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.15000000000000002, '傘': 0.0}",['おにぎり'],1704.9
2022-01-23 12:41:00,2022,1,Sunday,12:41:00,曇り,20代,女性,社会人,"{'おにぎり': 0.2, '野菜飲料': 0.2, 'エナジードリンク': 0.25, '清涼飲料水': 0.25, 'ビッグ弁当': 0.1, 'お菓子': 0.2, 'アイス': 0.1, '傘': 0.0}",['ビッグ弁当'],765.85
2022-01-23 12:52:22,2022,1,Sunday,12:52:22,雨,40代,女性,学生,"{'おにぎり': 0.2, '野菜飲料': 0.4, 'エナジードリンク': 0.15000000000000002, '清涼飲料水': 0.25, 'ビッグ弁当': 0.0, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.5}",['お菓子'],184.5
2022-01-23 12:56:56,2022,1,Sunday,12:56:56,雪,50代以上,男性,社会人,"{'おにぎり': 0.3, '野菜飲料': 0.25, 'エナジードリンク': 0.05, '清涼飲料水': 0.35, 'ビッグ弁当': 0.15000000000000002, 'お菓子': 0.4, 'アイス': 0.0, '傘': 0.1}",['野菜飲料'],1648.13
